id,name
afdfd117-0197-45c7-8534-abe510167898,Player_afdfd117-0197-45c7-8534-abe510167898
cdc64330-9bd9-4283-ba17-2459119b45fd,Player_cdc64330-9bd9-4283-ba17-2459119b45fd
12466131-4ae1-42c2-8747-6ce8edb15127,Player_12466131-4ae1-42c2-8747-6ce8edb15127
08d4d17c-2271-4720-807f-3023a6e3747f,Player_08d4d17c-2271-4720-807f-3023a6e3747f
19f32079-7850-40ac-bf71-478e7dab40a6,Player_19f32079-7850-40ac-bf71-478e7dab40a6
c52f2e29-74df-4444-8fa8-2a42e84fd657,Player_c52f2e29-74df-4444-8fa8-2a42e84fd657
a89fc57d-b7d4-4a6e-9fda-165ce698109a,Player_a89fc57d-b7d4-4a6e-9fda-165ce698109a
76d3bdce-5d3f-468c-9ce3-92af69193e5d,Player_76d3bdce-5d3f-468c-9ce3-92af69193e5d
fa502037-f549-4e54-8599-e989082082a7,Player_fa502037-f549-4e54-8599-e989082082a7
688bdcc0-776c-4132-a117-3b46de081790,Player_688bdcc0-776c-4132-a117-3b46de081790
b11c9f80-aeec-473a-865b-6ed4744528e3,Player_b11c9f80-aeec-473a-865b-6ed4744528e3
02f879a8-90d9-4afb-97a0-a400d4048055,Player_02f879a8-90d9-4afb-97a0-a400d4048055
5fb3ddeb-3c91-4229-abac-641d4cbc922e,Player_5fb3ddeb-3c91-4229-abac-641d4cbc922e
128f78e1-67d2-44f0-882b-870f71a571a0,Player_128f78e1-67d2-44f0-882b-870f71a571a0
48fb8d6d-a5d8-4712-850d-95cfaec6322a,Player_48fb8d6d-a5d8-4712-850d-95cfaec6322a
053aac81-78f1-4063-964e-92332f7c8a66,Player_053aac81-78f1-4063-964e-92332f7c8a66
3d89ab3b-0780-4847-aadf-966bc8432359,Player_3d89ab3b-0780-4847-aadf-966bc8432359
f742823c-3f31-48c9-a971-e6f4c9ff773b,Player_f742823c-3f31-48c9-a971-e6f4c9ff773b
07daae9d-43fe-4c6e-9788-febdfb33f8d4,Player_07daae9d-43fe-4c6e-9788-febdfb33f8d4
d27fc9af-61ea-4412-87d9-609653a6467a,Player_d27fc9af-61ea-4412-87d9-609653a6467a
4f07712f-6d8f-499d-9637-67904776f140,Player_4f07712f-6d8f-499d-9637-67904776f140
15c5d585-507b-4323-98a8-b4c475f8fed4,Player_15c5d585-507b-4323-98a8-b4c475f8fed4
0f63b8df-cbdd-4524-815d-febccec9048f,Player_0f63b8df-cbdd-4524-815d-febccec9048f
